"","ID_WES2016","ID_BES","ID_WES2011","W8","W8core","W8_voteQssampleonly","starttime","endtime","split1","WES1","WES2","WES3","pi2","pi2a","pi2c","WES4","WES4_1","WES4_2","WES4_3","WES4_4","WES5","WES5_1","WES5_2","WES5_3","WES5_4","WES5_5","WES5_6","WES6","WES7","vb4","vb6","vb12","vb12ao","vb18","vb11a","vb11b","vb11bo","vb13","vb13o","vb14a","vb14ao","vb14b","vb14bo","vi13","vi13o","WES25","WES25b_1","WES25b_2","WES25b_3","WES25b_4","WES25b_5","WES25b_6","WES25b_7","WES25b_8","WES25bother","WES26","WES26aaa_1","WES26aaa_2","WES26aaa_3","WES26aaa_4","WES26aaa_5","WES26aaa_6","WES26aaa_7","WES26aaa_8","WES26aaa_9","WES26aaa_10","WES26aaa_11","WES26aaa_12","WES26bbb_1","WES26bbb_2","WES26bbb_3","WES26bbb_4","WES26bbb_5","WES26bbb_6","WES26bbb_7","WES26bbb_8","WES26bbb_9","WES26bbb_10","WES26bbb_11","WES26bbb_12","WES26ccc_1","WES26ccc_2","WES26ccc_3","WES26ccc_4","WES26ccc_5","WES26ccc_6","WES26ccc_7","WES26ccc_8","WES26ccc_9","WES26ccc_10","WES26ccc_11","WES26ccc_12","WES26ddd_1","WES26ddd_2","WES26ddd_3","WES26ddd_4","WES26ddd_5","WES26ddd_6","WES26ddd_7","WES26ddd_8","WES26ddd_9","WES26ddd_10","WES26ddd_11","WES26ddd_12","WES26eee_1","WES26eee_2","WES26eee_3","WES26eee_4","WES26eee_5","WES26eee_6","WES26eee_7","WES26eee_8","WES26eee_9","WES26eee_10","WES26eee_11","WES26eee_12","WES26fff_1","WES26fff_2","WES26fff_3","WES26fff_4","WES26fff_5","WES26fff_6","WES26fff_7","WES26fff_8","WES26fff_9","WES26fff_10","WES26fff_11","WES26fff_12","WES26ggg_1","WES26ggg_2","WES26ggg_3","WES26ggg_4","WES26ggg_5","WES26ggg_6","WES26ggg_7","WES26ggg_8","WES26ggg_9","WES26ggg_10","WES26ggg_11","WES26ggg_12","oe1","LE1","LE2","LE3","local","LE5","LE5o","LE6a","LE6b","issues_1","issues_2","issues_3","issues_4","issues_5","issues_6","issues_7","issues_8","issues_9","issues_10","issues_11","issues_12","issues_13","issues_14","issues_15","issues_16","ap3grid","ap3d","ap3e","ap3g","ap3i","ap3l","ap3a","ap3b","ap3m","ap3n","ap3o","approval","approval_1","approval_2","approval_3","approval_4","approval2","approval2_1","approval2_2","approval2_4","q10","q10a","q10b","q10c","WES33_1","WES33_2","WES33_3","WES33_4","WES33_5","WES33_6","WES33_7","WES33_8","WES33_9","e18","e18a","e18b","e18c","e18d","e18e","e18f","e18g","legknowledgegrid","legknow_1","legknow_2","legknow_3","legknow_4","legknow_5","legknow_6","legknow_7","legknow_8","legknow_9","legknow_10","legknow_11","legknow_12","legknow_13","WES21","WES22_1","WES22_2","WES22_3","WES22_4","Q13","Q33","WES23","WES24","WES30","WES31","WES27","WES27_1","WES27_2","WES27_3","WES27_4","WES27_5","WES27_6","WES28","WES28_1","WES28_2","WES28_3","WES28_4","WES28_5","WES28_6","WES28_7","WES28_8","WES29","WES29_1","WES29_2","WES29_3","WES29_4","WES40","WES41","WES42","WES43","WES44","WES45","WES45_1","WES45_2","WES45_3","WES45_4","WES45_5","WES46","WES46_1","WES46_2","WES46_3","WES46_4","WES46_5","WES47","WES47_1","WES47_2","WES47_3","WES47_4","WES48","WES50","WES51","WES51_1","WES51_2","WES51_3","WES51_4","WES51_5","WES51_6","WES52","WES52_1","WES52_2","WES52_3","WES52_4","WES52_5","WES52_6","WES52_7","WES52_8","WES53","WES53_1","WES53_2","WES53_3","WES53_4","WES53_5","WES53_6","WES53_7","WES53_8","WES54","WES55","WES56","WES57","WES58","WES58_1","WES58_2","WES58_3","WES58_4","WES58_5","WES58_6","WES59","WES59_1","WES59_2","WES59_3","WES59_4","WES59_5","WES59_6","WES59_7","WES59_8","WES60","WES60_1","WES60_2","WES60_3","WES61","WES62","WES62_1","WES62_2","WES62_3","WES62_4","WES62_5","WES62_6","WES62_7","WES63","WES70a_1","WES70a_2","WES70a_3","WES70a_4","WES70a_5","WES70a_6","WES70a_7","WES70a_8","WES70a_9","WES70a_10","WES70a_11","Q29o","e14","Q30o","WES71","Q36_2_1","Q36_2_2","Q36_2_3","Q36_2_6","Q36_2_7","Q36_2_4","Q36_2_5","Q36_2_14","Q36_2_15","Q36_2_16","knowBES","knowBES_1","knowBES_2","knowBES_3","knowBES_4","knowBES_5","knowBES_6","voted2017","pastvote_2017","voted2015","pastvote_2015","partyid_2017","welsh_constituency_vote_2016","welsh_list_vote_2016","politics_scale_profile_update","age","profile_education_age","profile_education_level","profile_ethnicity","profile_gender","profile_gross_household","profile_marital_stat","profile_newspaper_readership","profile_past_vote_2005","profile_past_vote_2010","xprofile_pcon_2010_new","xprofile_work_stat","political_attention","socgrade4","profile_religion","pastvote_EURef","bpcagegeneduc_w8","socgrade4_w8","threeway_attention_w8","Wales_pcon_w8","Vote2017_w8","EURef_w8","starttime_votingQs","endtime_votingQs","dpq1","dpq2","likelihood","q2","q2b","q3","likelihoodA","AVballot","avballot1_1","avballot2_1","avballot3_1","avballot4_1","avballot5_1","avballot6_1","avballot7_1","avballot8_1","avballot9_1","avballot10_1","avballot11_1","avballotdk_1","avballotdk_2","eu1","eu2"
"11",230,5417,517,0.295060468135389,0.523477162669954,NA,2017-06-30 19:06:55,2017-06-30 19:36:42,2,1,1,1,1,11,11,1,6,1,11,11,1,4,4,4,4,1,4,3,3,4,NA,2,"__NA__",5,"Getting rid of the Tories",3,"__NA__",2,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",2,2,1,2,2,2,2,2,2,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",3,2,2,"__NA__",NA,NA,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,11,1,7,9,1,1,11,6,1,10,1,5,1,2,2,1,5,2,3,1,1,1,1,2,2,2,1,1,2,1,2,2,1,1,5,3,2,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,5,5,4,2,1,1,1,1,1,1,2,1,1,1,3,1,4,4,2,5,1,1,1,2,3,1,11,11,11,3,5,NA,NA,NA,NA,NA,NA,1,6,6,6,11,6,1,2,1,3,1,2,3,1,6,2,1,11,1,1,1,1,1,1,2,5,4,5,5,1,5,3,5,1,5,1,5,1,1,5,5,5,1,5,2,3,3,1,2,1,1,1,1,1,2,2,3,3,1,4,2,2,1,1,1,1,1,1,5,5,5,4,2,2,1,2,2,2,2,1,2,2,2,"__NA__",8,"__NA__",1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,1,2,2,2,2,1,71,4,16,1,1,4,4,16,3,3,541,5,11,1,1,1,1,1,3,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",231,5429,NA,0.333399972994194,NA,NA,2017-06-28 10:07:27,2017-06-28 11:14:43,1,1,1,1,1,7,7,1,9,6,6,1,1,3,2,3,1,1,3,1,2,1,3,NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",2,1,1,2,2,2,2,2,2,"__NA__",1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",4,1,2,"__NA__",NA,NA,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,7,1,1,4,9,1,4,1,1,1,2,4,4,5,1,3,4,5,1,2,2,3,2,2,2,1,1,2,1,2,2,1,5,1,1,2,5,3,1,1,1,3,1,1,1,2,2,2,2,2,2,2,1,3,2,2,2,1,5,5,5,3,1,1,1,2,1,1,2,2,1,1,2,3,2,2,3,2,5,1,1,3,3,4,3,9,9,9,4,6,1,6,6,6,6,6,NA,NA,NA,NA,NA,NA,1,1,2,1,2,1,9,1,9,7,9,9,7,7,1,2,2,3,3,3,1,2,2,1,2,3,2,2,2,3,3,2,8,3,3,3,1,2,4,4,3,3,3,1,3,3,2,2,2,3,3,3,1,2,5,5,6,1,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,"__NA__",1,"__NA__",1,1,2,2,2,2,2,2,2,2,2,1,3,2,3,1,3,2,1,1,1,1,1,1,1,5,79,2,18,1,1,5,1,2,2,2,535,5,11,NA,5,1,1,1,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",244,5638,539,0.92882229773666,NA,NA,2017-07-01 07:11:17,2017-07-01 07:28:54,2,2,2,3,1,5,6,1,10,3,11,3,1,1,1,1,1,1,4,3,3,4,NA,2,"__NA__",1,"Austerity",3,"__NA__",1,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",2,2,1,"__NA__",NA,NA,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,3,5,4,1,10,3,1,5,1,3,3,4,3,1,2,3,3,1,3,3,3,2,2,2,2,2,2,2,2,1,1,4,2,3,3,2,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,5,5,3,2,2,1,2,2,2,2,2,2,1,5,1,2,3,3,2,4,3,1,3,3,2,3,5,6,7,3,2,NA,NA,NA,NA,NA,NA,1,6,4,6,5,6,1,1,1,1,1,2,6,1,5,8,4,2,3,4,1,3,4,4,3,2,2,2,2,1,3,6,3,3,3,3,3,4,6,3,3,3,1,3,3,3,3,3,3,1,3,3,3,3,2,2,3,2,1,3,3,3,6,1,3,3,3,2,2,3,2,5,1,2,2,2,2,2,2,2,2,2,2,"__NA__",8,"__NA__",1,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,3,1,2,1,2,2,2,2,8,62,1,1,1,1,2,3,5,2,2,567,5,7,4,1,2,4,4,2,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",246,NA,548,1.54244062448266,1.30453373593049,NA,2017-07-05 07:15:25,2017-07-05 07:38:02,2,2,1,1,1,5,6,1,11,1,9,11,1,1,2,2,3,2,3,3,2,4,NA,2,"__NA__",3,"Helping people in need",3,"__NA__",2,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",2,2,1,2,1,2,1,2,2,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",2,4,4,"__NA__",NA,NA,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,7,7,8,7,6,3,11,8,3,7,1,3,2,3,2,1,3,3,3,1,1,3,1,2,1,2,1,2,2,1,2,2,1,3,4,3,3,2,4,3,1,1,1,1,1,2,2,2,1,2,1,2,2,1,3,2,1,1,2,3,5,1,4,1,1,1,1,1,3,2,2,1,1,2,3,3,3,3,3,4,2,1,6,3,6,1,9,10,10,5,4,NA,NA,NA,NA,NA,NA,1,9,6,11,6,4,1,2,4,4,4,3,1,1,10,6,1,11,4,6,1,3,1,2,2,3,3,3,5,1,4,2,4,2,4,2,3,2,3,5,5,3,1,3,3,3,3,1,1,1,2,3,2,3,2,2,4,4,1,5,5,5,6,1,1,1,1,3,3,3,3,3,1,2,2,2,2,2,2,1,1,2,2,"European",1,"__NA__",1,2,2,2,2,2,2,2,1,2,2,1,3,2,1,3,3,2,1,2,1,2,97,2,2,4,34,5,17,1,1,10,1,16,4,4,571,2,5,1,2,1,5,1,2,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",255,57784,564,0.596542185708617,NA,NA,2017-06-26 19:37:56,2017-06-26 20:15:49,1,2,2,1,1,6,10,1,9,1,6,1,1,1,1,1,1,1,4,3,3,4,NA,5,"__NA__",4,"to get us out of the european union",8,"__NA__",3,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",2,2,2,1,2,2,2,2,2,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",4,5,3,"__NA__",NA,NA,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,12,12,8,1,3,5,11,1,6,1,1,3,3,3,5,1,3,3,5,1,3,3,3,2,2,2,1,2,2,2,2,2,1,3,3,2,3,3,3,4,1,2,3,2,1,3,2,2,2,3,2,2,2,2,4,2,2,1,2,3,5,5,3,2,2,1,2,2,2,2,2,2,1,3,1,3,3,3,3,3,3,1,3,3,3,5,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,4,4,4,4,3,11,1,7,4,3,10,5,4,1,5,5,5,5,1,1,1,2,1,1,4,1,3,1,5,1,4,6,3,3,2,1,2,4,2,2,4,3,1,2,4,2,3,4,4,3,3,1,2,5,4,8,1,1,5,4,5,2,3,3,1,1,2,2,2,2,2,2,2,2,2,2,"__NA__",1,"__NA__",1,2,2,2,2,2,2,2,1,2,2,1,3,2,3,3,1,3,1,6,1,6,6,3,6,5,77,2,9,1,1,2,5,16,4,10,561,5,4,4,1,2,1,4,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",266,6146,586,0.317210066426656,0.53515311207114,NA,2017-06-24 05:31:52,2017-06-24 05:47:45,1,1,1,1,1,10,11,1,2,1,11,11,1,3,3,2,4,3,4,3,1,4,NA,2,"__NA__",2,"Europe",5,"__NA__",5,"__NA__",NA,"__NA__",1,"__NA__",3,"What is going on in Europe",2,1,1,1,2,2,2,2,2,"__NA__",1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",3,3,4,"__NA__",NA,NA,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,5,3,8,5,1,4,9,8,1,1,1,4,5,3,2,1,1,2,1,1,1,1,4,2,1,2,1,2,2,2,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,5,3,3,4,4,1,1,1,1,4,4,4,1,2,4,2,5,4,3,5,1,1,2,2,1,3,11,11,11,4,5,1,9,11,10,11,11,NA,NA,NA,NA,NA,NA,1,1,2,3,4,2,1,1,9,4,2,11,12,5,1,1,1,1,1,4,5,5,5,1,5,1,5,1,5,1,5,1,1,5,5,5,1,5,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,5,5,5,4,2,2,1,2,2,2,2,1,2,2,2,"__NA__",8,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,2,2,1,2,1,1,3,1,1,5,59,5,17,1,1,13,1,7,2,2,544,5,11,1,3,1,2,1,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",317,6944,648,2.02408392268498,1.46523874504602,NA,2017-06-23 20:22:02,2017-06-23 20:43:42,2,4,4,2,1,3,3,1,7,1,11,7,1,1,2,1,1,1,4,3,3,1,6,NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",2,2,1,2,1,2,2,2,2,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,"I forgot",NA,NA,NA,"__NA__",NA,NA,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,8,4,12,1,12,7,4,1,4,12,1,3,3,3,3,1,3,3,3,1,4,4,4,1,2,2,1,1,2,2,2,2,1,3,1,1,2,3,5,5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,1,1,5,5,4,2,1,1,1,1,1,2,2,2,1,2,2,2,3,2,3,4,2,1,4,3,3,3,4,4,3,2,1,NA,NA,NA,NA,NA,NA,1,12,6,7,2,2,1,2,2,3,3,3,12,1,12,12,12,12,12,12,1,3,3,4,4,2,2,2,2,1,3,3,3,3,3,3,3,3,6,5,5,5,1,4,2,3,3,3,2,1,2,2,2,2,5,5,5,5,1,5,5,5,4,1,3,6,6,6,3,6,3,5,2,2,2,2,2,2,2,1,2,2,2,"__NA__",8,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,3,3,2,2,NA,1,1,5,7,9,8,54,4,15,1,2,4,4,16,2,2,545,1,7,2,1,1,12,2,2,4,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",360,NA,725,0.598216515997935,0.937173875670528,NA,2017-07-05 22:26:57,2017-07-05 22:59:13,2,2,1,1,1,8,9,1,11,1,11,1,1,1,1,1,1,1,1,3,3,4,NA,5,"__NA__",4,"Brexit",8,"__NA__",2,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",2,1,1,2,1,2,2,2,2,"__NA__",1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",3,7,8,"Because I am sick of the main parties lying",NA,NA,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,9,1,1,3,5,5,5,1,5,5,5,1,2,2,1,2,1,2,1,2,2,1,2,2,1,4,1,5,4,2,5,5,1,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,1,5,5,5,2,2,2,1,2,2,2,2,2,2,1,4,2,1,4,1,1,2,4,1,5,3,5,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,2,1,1,3,11,1,6,1,1,11,1,1,1,5,5,5,5,1,1,1,1,1,1,5,1,5,1,5,1,5,6,1,1,1,1,1,5,1,2,5,5,1,4,4,1,4,4,4,3,2,1,2,4,4,11,1,2,5,5,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,"__NA__",1,"__NA__",1,2,2,2,2,2,2,2,1,2,2,1,3,2,1,2,1,3,1,6,1,6,6,4,6,4,64,3,9,1,2,17,1,16,3,3,571,7,9,3,5,2,13,3,3,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",370,NA,NA,0.66755386271455,0.67884814316322,NA,2017-06-25 19:37:33,2017-06-25 19:55:01,2,1,1,1,1,9,9,1,11,8,1,6,1,2,2,2,3,2,4,3,2,4,NA,2,"__NA__",3,"none",99,"__NA__",1,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",2,1,1,1,1,1,2,2,2,"__NA__",1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",3,3,8,"ongoing investigation concerning labour council",NA,NA,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,9,1,9,9,1,1,9,9,1,9,1,4,2,3,2,1,2,2,2,1,3,3,3,2,2,1,1,2,1,2,2,2,1,4,3,2,2,2,4,4,1,1,3,1,1,3,3,3,3,3,3,3,3,3,5,2,2,1,2,3,5,3,6,2,1,1,1,1,1,2,2,2,1,2,3,1,2,4,2,5,1,1,1,1,1,1,11,11,11,6,3,NA,NA,NA,NA,NA,NA,1,6,6,6,6,6,1,2,3,3,3,1,1,1,11,6,1,11,3,4,1,2,2,1,2,4,4,4,5,1,4,2,4,1,4,2,3,1,1,5,5,5,1,1,2,3,4,1,1,1,1,1,1,2,2,1,2,4,1,4,2,2,1,1,1,1,1,1,3,4,3,3,1,2,2,2,2,2,2,2,2,2,2,"__NA__",1,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,3,1,2,1,2,1,2,2,2,2,2,40,5,17,1,2,12,1,8,1,3,569,1,6,1,2,1,14,1,2,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",427,NA,863,0.727009644154308,0.758264394073392,NA,2017-07-05 10:38:19,2017-07-05 10:57:11,1,1,1,1,1,10,10,1,11,1,1,1,1,1,1,1,1,1,1,3,4,4,NA,1,"__NA__",3,"Economy",4,"__NA__",2,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",2,1,1,1,1,1,2,2,2,"__NA__",1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",3,1,1,"__NA__",NA,NA,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,8,1,1,1,9,1,1,4,1,1,2,5,4,5,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,4,4,2,5,5,1,1,1,1,1,1,2,2,2,2,2,1,2,2,5,2,2,2,1,4,5,5,1,1,2,1,2,2,2,2,2,2,1,4,1,2,2,3,5,5,1,1,5,3,4,5,1,4,1,1,1,1,1,2,1,7,1,NA,NA,NA,NA,NA,NA,1,1,2,1,2,3,11,1,8,1,1,11,1,1,1,3,3,2,4,1,1,1,2,1,1,4,1,2,1,3,1,2,6,3,4,3,1,3,4,2,3,4,3,1,1,3,1,2,2,2,4,3,1,2,5,2,11,1,2,4,3,1,4,4,2,2,1,2,2,2,2,2,2,2,2,2,2,"__NA__",1,"__NA__",1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,1,2,1,1,1,1,1,1,9,5,52,3,18,1,1,11,1,14,2,2,549,1,11,2,3,2,3,2,3,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
